dist;coef
334;1,0000000000000
335;1,0000000000000
336;1,0000000000000
337;1,0000000000000
338;1,0000000000000
339;1,0000000000000
340;1,0000000000000
341;1,0000000000000
342;1,0000000000000
343;1,0000000000000
344;1,0000000000000
345;1,0000000000000
346;1,0000000000000
347;1,0000000000000
348;1,0000000000000
349;1,0000000000000
350;1,0000000000000
351;1,0000000000000
352;1,0000000000000
353;1,0000000000000
354;1,0000000000000
355;1,0000000000000
356;1,0000000000000
357;1,0000000000000
358;1,0000000000000
359;1,0000000000000
360;1,0000000000000
361;1,0000000000000
362;1,0000000000000
363;1,0000000000000
364;1,0000000000000
365;1,0000000000000
366;1,0000000000000
367;1,0000000000000
368;1,0000000000000
369;1,0000000000000
370;1,0000000000000
371;1,0000000000000
372;1,0000000000000
373;1,0000000000000
374;1,0000000000000
375;1,0000000000000
376;1,0000000000000
377;1,0000000000000
378;1,0000000000000
379;1,0000000000000
380;1,0000000000000
381;1,0000000000000
382;1,0000000000000
383;1,0000000000000
384;1,0000000000000
385;1,0000000000000
386;1,0000000000000
387;1,0000000000000
388;1,0000000000000
389;1,0000000000000
390;1,0000000000000
391;1,0000000000000
392;1,0000000000000
393;1,0000000000000
394;1,0000000000000
395;1,0000000000000
396;1,0000000000000
397;1,0000000000000
398;1,0000000000000
399;1,0000000000000
400;1,0000000000000
401;1,0000000000000
402;1,0000000000000
403;1,0000000000000
404;1,0000000000000
405;1,0000000000000
406;1,0000000000000
407;1,0000000000000
408;1,0000000000000
409;1,0000000000000
410;1,0000000000000
411;1,0000000000000
412;1,0000000000000
413;1,0000000000000
414;1,0000000000000
415;1,0000000000000
416;1,0000000000000
417;1,0000000000000
418;1,0000000000000
419;1,0000000000000
420;1,0000000000000
421;1,0000000000000
422;1,0000000000000
423;1,0000000000000
424;1,0000000000000
425;1,0000000000000
426;1,0000000000000
427;1,0000000000000
428;1,0000000000000
429;1,0000000000000
430;1,0000000000000
431;1,0000000000000
432;1,0000000000000
433;1,0000000000000
434;1,0000000000000
435;1,0000000000000
436;1,0000000000000
437;1,0000000000000
438;1,0000000000000
439;1,0000000000000
440;1,0000000000000
441;1,0000000000000
442;1,0000000000000
443;1,0000000000000
444;1,0000000000000
445;1,0000000000000
446;1,0000000000000
447;1,0000000000000
448;1,0000000000000
449;1,0000000000000
450;1,0000000000000
451;1,0000000000000
452;1,0000000000000
453;1,0000000000000
454;1,0000000000000
455;1,0000000000000
456;1,0000000000000
457;1,0000000000000
458;1,0000000000000
